,SetID,Number,Variant,ThemeGroup,Theme,Year,Name,Minifigs,Pieces,Image,ImageFilename
8678,23227,11902,1,Girls,Friends,2013,Brickmaster Friends: Treasure Hunt in Heartlake City parts,2.0,,False,
8679,23219,11903,1,Action/Adventure,Ninjago,2013,Brickmaster Ninjago: Fight the Power of the Snakes parts,,156.0,True,11903-1
8680,22755,11904,1,Action/Adventure,Legends of Chima,2013,Brickmaster Legends of Chima: The Quest for Chi parts,2.0,187.0,True,11904-1
8681,22980,11905,1,Licensed,Star Wars,2013,Brickmaster Star Wars: Battle for the Stolen Crystals parts,2.0,189.0,True,11905-1
8682,24633,11908,1,Girls,Friends,2015,Friends: Build your own Adventure parts,1.0,77.0,True,11908-1
8683,24632,11909,1,Action/Adventure,Ninjago,2015,Ninjago: Build your own Adventure parts,1.0,74.0,True,11909-1
8684,24656,11910,1,Action/Adventure,Space,2015,Micro-Scale Space Cruiser,,102.0,True,11910-1
8685,26412,11911,1,Modern day,City,2016,City: Build Your Own Adventure parts,1.0,92.0,True,11911-1
8686,26411,11912,1,Licensed,Star Wars,2016,LEGO Star Wars: Build Your Own Adventure,1.0,73.0,False,
8687,26951,11913,1,Action/Adventure,Nexo Knights,2017,Nexo Knights: Build Your Own Adventure parts ,,,True,11913-1
8688,27326,11914,1,Licensed,DC Comics Super Heroes,2017,DC Comics Super Heroes Build Your Own Adventure parts,1.0,80.0,True,11914-1
8689,28580,11915,1,Action/Adventure,Ninjago,2018,NINJAGO Build Your Own Adventure parts,,,False,
8690,28236,11917,1,Miscellaneous,Miscellaneous,2018,Animal Atlas parts,,60.0,True,11917-1
8691,29570,11920,1,Licensed,Star Wars,2019,Parts for Star Wars: Build Your Own Adventure Galactic Missions,1.0,66.0,False,
8692,29663,11926,1,,LEGO Originals,2019,Parts for Wooden Minifigure,,29.0,True,11926-1
8693,317,14554,1,Miscellaneous,Gear,2002,BIONICLE: Matoran Adventures,,,True,14554-1
8694,318,14555,1,Miscellaneous,Gear,2002,Creator: Harry Potter and the Chamber of Secrets,,,True,14555-1
8695,319,14556,1,Miscellaneous,Gear,2002,Island Xtreme Stunts,,,True,14556-1
8696,320,14557,1,Miscellaneous,Gear,2002,Island Xtreme Stunts,,,True,14557-1
8697,321,14558,1,Miscellaneous,Gear,2002,Island Xtreme Stunts,,,True,14558-1
8698,322,14559,1,Miscellaneous,Gear,2002,Drome Racers,,,True,14559-1
8699,324,14560,1,Miscellaneous,Gear,2002,Drome Racers,,,True,14560-1
8700,325,14561,1,Miscellaneous,Gear,2002,GALIDOR: Defenders of the Outer Dimension,,,True,14561-1
8701,6947,14562,1,Miscellaneous,Gear,2002,GALIDOR: Defenders of the Outer Dimension,,,False,
8702,6945,14642,1,Miscellaneous,Gear,2003,Drome Racers,,,True,14642-1
8703,332,14643,1,Miscellaneous,Gear,2003,Drome Racers,,,True,14643-1
8704,335,14680,1,Miscellaneous,Gear,2003,BIONICLE: The Game,,,True,14680-1
8705,336,14681,1,Miscellaneous,Gear,2003,BIONICLE: The Game,,,True,14681-1
8706,337,14682,1,Miscellaneous,Gear,2003,BIONICLE: The Game,,,True,14682-1
8707,338,14683,1,Miscellaneous,Gear,2003,BIONICLE: The Game,,,True,14683-1
8708,7064,14684,1,Miscellaneous,Gear,2003,BIONICLE: The Game,,,True,14684-1
8711,9505,16073,1,Miscellaneous,Gear,2001,Bionicle Mask Storage Case,,,False,
8714,26942,17101,1,Miscellaneous,Boost,2017,Boost Creative Toolbox,,843.0,True,17101-1
8715,629,18636,1,Miscellaneous,Gear,2001,Trading Card Booster Pack,,,True,18636-1
8716,9290,19710,1,Model making,Architecture,2008,Sears Tower,,68.0,True,19710-1
8717,9291,19720,1,Model making,Architecture,2008,John Hancock Center,,69.0,True,19720-1
8718,6488,20001,1,Model making,Creator,2008,LEGO Batbot,,103.0,True,20001-1
8719,6489,20002,1,Modern day,City,2008,4x4 Fire Truck,1.0,56.0,True,20002-1
8720,6490,20003,1,Model making,Creator,2008,BrickMaster - Creator,,102.0,True,20003-1
8721,6551,20004,1,Licensed,Indiana Jones,2008,BrickMaster - Indiana Jones,1.0,83.0,True,20004-1
8722,6583,20005,1,Constraction,Bionicle,2008,BrickMaster - Bionicle,,38.0,True,20005-1
8723,6642,20006,1,Licensed,Star Wars,2008,Clone Turbo Tank,,64.0,True,20006-1
8724,6676,20007,1,Licensed,Star Wars,2009,Republic Attack Cruiser,,84.0,True,20007-1
8725,7113,20008,1,Model making,Creator,2009,BrickMaster - Creator,,79.0,True,20008-1
8726,7180,20009,1,Licensed,Star Wars,2009,AT-TE Walker,,94.0,True,20009-1
8727,7132,20010,1,Licensed,Star Wars,2009,Republic Gunship,,99.0,True,20010-1
8728,6890,20011,1,Model making,Creator,2009,BrickMaster - Creator,,74.0,True,20011-1
8729,7129,20012,1,Constraction,Bionicle,2009,BrickMaster - Bionicle,,33.0,True,20012-1
8730,7615,20013,1,Action/Adventure,Atlantis,2010,Neptune Microsub,,63.0,True,20013-1
8731,7876,20014,1,Model making,Creator,2010,4x4 Dynamo,,69.0,True,20014-1
8732,7983,20015,1,Model making,Creator,2010,Crocodile,,89.0,True,20015-1
8733,7917,20016,1,Licensed,Star Wars,2010,Imperial Shuttle,,70.0,True,20016-1
8734,8021,20017,1,Licensed,Prince of Persia,2010,BrickMaster - Prince of Persia,1.0,52.0,True,20017-1
8735,8101,20018,1,Licensed,Star Wars,2010,AT-AT Walker,,83.0,True,20018-1
8736,8616,20019,1,Licensed,Star Wars,2011,Slave I,,76.0,True,20019-1
8737,8679,20020,1,Action/Adventure,Ninjago,2011,BrickMaster - Ninjago,,83.0,True,20020-1
8738,8726,20021,1,Licensed,Star Wars,2011,Bounty Hunter Assault Gunship,,81.0,True,20021-1
8739,8739,20200,1,Miscellaneous,Master Builder Academy,2011,Space Designer,1.0,178.0,True,20200-1
8740,8742,20201,1,Miscellaneous,Master Builder Academy,2011,Micro-Scale,,222.0,True,20201-1
8741,8743,20202,1,Miscellaneous,Master Builder Academy,2011,Robots,,155.0,True,20202-1
8742,8744,20203,1,Miscellaneous,Master Builder Academy,2011,Airplanes ,1.0,150.0,True,20203-1
8743,8745,20204,1,Miscellaneous,Master Builder Academy,2012,Creature Designer,,232.0,True,20204-1
8744,8746,20205,1,Miscellaneous,Master Builder Academy,2012,Auto Designer,,188.0,True,20205-1
8745,9423,20206,1,Miscellaneous,Master Builder Academy,2012,The Lost Village,1.0,229.0,True,20206-1
8746,9424,20207,1,Miscellaneous,Master Builder Academy,2012,The Forbidden Bridge,,220.0,True,20207-1
8747,9425,20208,1,Miscellaneous,Master Builder Academy,2012,The Dark Lair,,183.0,True,20208-1
8748,23011,20209,1,Miscellaneous,Master Builder Academy,2013,Time Machine,,,False,
8749,23012,20210,1,Miscellaneous,Master Builder Academy,2013,World Architecture,,,False,
8750,23013,20211,1,Miscellaneous,Master Builder Academy,2013,Inventor's Lab,,,False,
8751,22850,20214,1,Miscellaneous,Master Builder Academy,2013,Adventure Designer,,638.0,True,20214-1
8752,22849,20215,1,Miscellaneous,Master Builder Academy,2013,Invention Designer,3.0,675.0,True,20215-1
8753,22845,20216,1,Miscellaneous,Master Builder Academy,2013,Robot & Micro Designer,,383.0,True,20216-1
8754,22844,20217,1,Miscellaneous,Master Builder Academy,2013,Action Designer,,576.0,True,20217-1
8755,6679,21000,1,Model making,Architecture,2008,Sears Tower,,69.0,True,21000-1
8756,8762,21000,2,Model making,Architecture,2011,Willis Tower,,69.0,True,21000-2
8757,6680,21001,1,Model making,Architecture,2008,John Hancock Center,,69.0,True,21001-1
8758,6896,21002,1,Model making,Architecture,2009,Empire State Building,,77.0,True,21002-1
8759,6897,21003,1,Model making,Architecture,2009,Seattle Space Needle,,57.0,True,21003-1
8760,7130,21004,1,Model making,Architecture,2009,Solomon Guggenheim Museum,,208.0,True,21004-1
8761,7131,21005,1,Model making,Architecture,2009,Fallingwater,,811.0,True,21005-1
8762,8044,21006,1,Model making,Architecture,2010,The White House,,560.0,True,21006-1
8763,8338,21007,1,Model making,Architecture,2011,Rockefeller Center,,240.0,True,21007-1
8764,8707,21008,1,Model making,Architecture,2011,Burj Khalifa,,208.0,True,21008-1
8765,8721,21009,1,Model making,Architecture,2011,Farnsworth House,,546.0,True,21009-1
8766,8795,21010,1,Model making,Architecture,2011,Robie House,,2276.0,True,21010-1
8767,8794,21011,1,Model making,Architecture,2011,Brandenburg Gate,,363.0,True,21011-1
8768,9284,21012,1,Model making,Architecture,2012,Sydney Opera House,,270.0,True,21012-1
8769,9346,21013,1,Model making,Architecture,2012,Big Ben,,346.0,True,21013-1
8770,9363,21014,1,Model making,Architecture,2012,Villa Savoye,,660.0,True,21014-1
8771,9364,21015,1,Model making,Architecture,2013,The Leaning Tower of Pisa,,345.0,True,21015-1
8772,9347,21016,1,Model making,Architecture,2012,Sungnyemun,,325.0,True,21016-1
8773,10160,21017,1,Model making,Architecture,2013,Imperial Hotel,,1188.0,True,21017-1
8774,10297,21018,1,Model making,Architecture,2013,United Nations Headquarters,,597.0,True,21018-1
8775,23261,21019,1,Model making,Architecture,2014,The Eiffel Tower,,321.0,True,21019-1
8776,23406,21020,1,Model making,Architecture,2014,Trevi Fountain,,731.0,True,21020-1
8777,23113,21021,1,Model making,Architecture,2013,Marina Bay Sands,,602.0,True,21021-1
8778,23970,21022,1,Model making,Architecture,2015,Lincoln Memorial,,274.0,True,21022-1
8779,23936,21023,1,Model making,Architecture,2015,"Flatiron Building, New York",,471.0,True,21023-1
8780,24319,21024,1,Model making,Architecture,2015,Louvre,,695.0,True,21024-1
8781,24662,21026,1,Model making,Architecture,2016,Venice,,212.0,True,21026-1
8782,24663,21027,1,Model making,Architecture,2016,Berlin,,289.0,True,21027-1
8783,24664,21028,1,Model making,Architecture,2016,New York City,,598.0,True,21028-1
8784,25618,21029,1,Model making,Architecture,2016,Buckingham Palace,,780.0,True,21029-1
8785,25619,21030,1,Model making,Architecture,2016,United States Capitol Building,,1032.0,True,21030-1
8786,24665,21031,1,Model making,Architecture,2016,Burj Khalifa,,333.0,True,21031-1
8787,26415,21032,1,Model making,Architecture,2017,Sydney,,361.0,True,21032-1
8788,26416,21033,1,Model making,Architecture,2017,Chicago,,444.0,True,21033-1
8789,26417,21034,1,Model making,Architecture,2017,London,,468.0,True,21034-1
8790,26418,21035,1,Model making,Architecture,2017,Solomon R. Guggenheim Museum,,744.0,True,21035-1
8791,26730,21036,1,Model making,Architecture,2017,Arc de Triomphe,,386.0,True,21036-1
8792,27313,21037,1,Model making,Architecture,2017,LEGO House,,774.0,True,21037-1
8793,27445,21038,1,Model making,Architecture,2018,Las Vegas,,487.0,True,21038-1
8794,27446,21039,1,Model making,Architecture,2018,Shanghai,,597.0,True,21039-1
8795,27906,21041,1,Model making,Architecture,2018,Great Wall of China,,551.0,True,21041-1
8796,27907,21042,1,Model making,Architecture,2018,Statue of Liberty,,1685.0,True,21042-1
8797,28503,21043,1,Model making,Architecture,2019,San Francisco,,565.0,True,21043-1
8798,28502,21044,1,Model making,Architecture,2019,Paris,,649.0,True,21044-1
8799,29037,21045,1,Model making,Architecture,2019,Trafalgar Square,,1197.0,True,21045-1
8800,29036,21046,1,Model making,Architecture,2019,Empire State Building,,1767.0,True,21046-1
8801,28128,21047,1,Model making,Architecture,2018,Las Vegas,,501.0,True,21047-1
8802,22843,21050,1,Model making,Architecture,2013,Architecture Studio,,1210.0,True,21050-1
8803,29744,21051,1,Model making,Architecture,2020,Tokyo,,547.0,True,21051-1
8804,29745,21052,1,Model making,Architecture,2020,Dubai,,740.0,True,21052-1
8805,29940,21054,1,Model making,Architecture,2020,The White House,,,False,
8806,29875,21055,1,Model making,Architecture,2019,Burj Khalifa,,333.0,True,21055-1
8807,8463,21100,1,Miscellaneous,Ideas,2010,Shinkai 6500 Submarine,,412.0,True,21100-1
8808,9285,21101,1,Miscellaneous,Ideas,2012,Hayabusa,1.0,369.0,True,21101-1
8809,9342,21102,1,Miscellaneous,Ideas,2012,Minecraft Micro World: The Forest,2.0,480.0,True,21102-1
8810,10240,21103,1,Miscellaneous,Ideas,2013,The DeLorean Time Machine,2.0,401.0,True,21103-1
8811,22830,21104,1,Miscellaneous,Ideas,2014,NASA Mars Science Laboratory Curiosity Rover,,295.0,True,21104-1
8812,22927,21105,1,Licensed,Minecraft,2013,The Village,3.0,466.0,True,21105-1
8813,22928,21106,1,Licensed,Minecraft,2013,The Nether,3.0,469.0,True,21106-1
8814,23407,21107,1,Licensed,Minecraft,2014,The End,4.0,440.0,True,21107-1
8815,23502,21108,1,Miscellaneous,Ideas,2014,Ghostbusters Ecto-1,4.0,508.0,True,21108-1
8816,23684,21109,1,Miscellaneous,Ideas,2014,Exo Suit,2.0,321.0,True,21109-1
8817,23685,21110,1,Miscellaneous,Ideas,2014,Research Institute,3.0,165.0,True,21110-1
8818,23633,21113,1,Licensed,Minecraft,2014,The Cave,2.0,249.0,True,21113-1
8819,23632,21114,1,Licensed,Minecraft,2014,The Farm,2.0,262.0,True,21114-1
8820,23631,21115,1,Licensed,Minecraft,2014,The First Night,2.0,408.0,True,21115-1
8821,23630,21116,1,Licensed,Minecraft,2014,Crafting Box,2.0,518.0,True,21116-1
8822,23629,21117,1,Licensed,Minecraft,2014,The Ender Dragon,4.0,634.0,True,21117-1
8823,23634,21118,1,Licensed,Minecraft,2014,The Mine,4.0,922.0,True,21118-1
8824,24202,21119,1,Licensed,Minecraft,2015,The Dungeon,3.0,219.0,True,21119-1
8825,24203,21120,1,Licensed,Minecraft,2015,The Snow Hideout,3.0,327.0,True,21120-1
8826,24204,21121,1,Licensed,Minecraft,2015,The Desert Outpost,4.0,519.0,True,21121-1
8827,24205,21122,1,Licensed,Minecraft,2015,The Nether Fortress,4.0,571.0,True,21122-1
8828,24752,21123,1,Licensed,Minecraft,2016,The Iron Golem,2.0,208.0,True,21123-1
8829,24753,21124,1,Licensed,Minecraft,2016,The End Portal,3.0,559.0,True,21124-1
8830,24754,21125,1,Licensed,Minecraft,2016,The Jungle Tree House,4.0,706.0,True,21125-1
8831,24755,21126,1,Licensed,Minecraft,2016,The Wither,3.0,318.0,True,21126-1
8832,25611,21127,1,Licensed,Minecraft,2016,The Fortress,4.0,984.0,True,21127-1
8833,25612,21128,1,Licensed,Minecraft,2016,The Village,8.0,1600.0,True,21128-1
8834,26465,21129,1,Licensed,Minecraft,2017,The Mushroom Island,2.0,247.0,True,21129-1
8835,26466,21130,1,Licensed,Minecraft,2017,The Nether Railway,2.0,387.0,True,21130-1
8836,26467,21131,1,Licensed,Minecraft,2017,The Ice Spikes,2.0,454.0,True,21131-1
8837,26468,21132,1,Licensed,Minecraft,2017,Jungle Temple,3.0,598.0,True,21132-1
8838,26469,21133,1,Licensed,Minecraft,2017,The Witch Hut,2.0,502.0,True,21133-1
8839,26470,21134,1,Licensed,Minecraft,2017,The Waterfall Base,4.0,729.0,True,21134-1
8840,26728,21135,1,Licensed,Minecraft,2017,The Crafting Box 2.0,2.0,717.0,True,21135-1
8841,26729,21136,1,Licensed,Minecraft,2017,The Ocean Monument,2.0,1122.0,True,21136-1
8842,27049,21137,1,Licensed,Minecraft,2017,The Mountain Cave,6.0,2863.0,True,21137-1
8843,27507,21138,1,Licensed,Minecraft,2018,The Melon Farm,3.0,69.0,True,21138-1
8844,27508,21139,1,Licensed,Minecraft,2018,The Nether Fight,3.0,84.0,True,21139-1
8845,27509,21140,1,Licensed,Minecraft,2018,The Chicken Coop,1.0,198.0,True,21140-1
8846,27510,21141,1,Licensed,Minecraft,2018,The Zombie Cave,3.0,241.0,True,21141-1
8847,27511,21142,1,Licensed,Minecraft,2018,The Polar Igloo,2.0,278.0,True,21142-1
8848,27512,21143,1,Licensed,Minecraft,2018,The Nether Portal,3.0,470.0,True,21143-1
8849,27513,21144,1,Licensed,Minecraft,2018,The Farm Cottage ,3.0,549.0,True,21144-1
8850,27861,21145,1,Licensed,Minecraft,2018,The Skull Arena,2.0,198.0,True,21145-1
8851,27862,21146,1,Licensed,Minecraft,2018,The Skeleton Attack,4.0,457.0,True,21146-1
8852,27863,21147,1,Licensed,Minecraft,2018,The Bedrock Adventures,4.0,644.0,True,21147-1
8853,28379,21148,1,Licensed,Minecraft,2019,Minecraft Steve BigFig with Parrot,,159.0,True,21148-1
8854,28380,21149,1,Licensed,Minecraft,2019,Minecraft Alex BigFig with Chicken,,160.0,True,21149-1
8855,28381,21150,1,Licensed,Minecraft,2019,Minecraft Skeleton BigFig with Magma Cube,,142.0,True,21150-1
8856,28382,21151,1,Licensed,Minecraft,2019,The End Battle,2.0,222.0,True,21151-1
8857,28383,21152,1,Licensed,Minecraft,2019,Pirate Ship,3.0,386.0,True,21152-1
8858,29336,21153,1,Licensed,Minecraft,2019,The Wool Farm,1.0,260.0,True,21153-1
8859,29337,21154,1,Licensed,Minecraft,2019,The Blaze Bridge,4.0,372.0,True,21154-1
8860,29338,21155,1,Licensed,Minecraft,2019,The Creeper Mine,4.0,834.0,True,21155-1
8861,29484,21156,1,Licensed,Minecraft,2020,BigFig Creeper and Ocelot,,184.0,True,21156-1
8862,29485,21157,1,Licensed,Minecraft,2020,BigFig Pig with Baby Zombie,,159.0,True,21157-1
8863,29486,21158,1,Licensed,Minecraft,2020,The Panda Nursery,,204.0,True,21158-1
8864,29487,21159,1,Licensed,Minecraft,2020,The Pillager Outpost,,303.0,True,21159-1
8865,29488,21160,1,Licensed,Minecraft,2020,The Illager Raid,,562.0,True,21160-1
8866,29489,21161,1,Licensed,Minecraft,2020,{?},,,False,
8867,29490,21162,1,Licensed,Minecraft,2020,The Taiga Adventure,2.0,74.0,True,21162-1
8868,9021,21200,1,Miscellaneous,Life of George,2011,Life Of George 1,,146.0,True,21200-1
8869,9779,21201,1,Miscellaneous,Life of George,2012,Life Of George 2,,146.0,True,21201-1
8870,23721,21204,1,Miscellaneous,Fusion,2014,Town Master,1.0,256.0,True,21204-1
8871,23722,21205,1,Miscellaneous,Fusion,2014,Battle Towers,,212.0,True,21205-1
8872,23723,21206,1,Miscellaneous,Fusion,2014,Create and Race,,223.0,True,21206-1
8873,23724,21208,1,Miscellaneous,Fusion,2014,Resort Designer,1.0,263.0,True,21208-1
8874,24067,21301,1,Miscellaneous,Ideas,2015,Birds,,580.0,True,21301-1
8875,24579,21302,1,Miscellaneous,Ideas,2015,The Big Bang Theory,7.0,484.0,True,21302-1
8876,24587,21303,1,Miscellaneous,Ideas,2015,WALL-E,,677.0,True,21303-1
8877,24975,21304,1,Miscellaneous,Ideas,2015,Doctor Who,6.0,623.0,True,21304-1
8878,25658,21305,1,Miscellaneous,Ideas,2016,Maze,,769.0,True,21305-1
8879,26686,21306,1,Miscellaneous,Ideas,2016,The Beatles Yellow Submarine,5.0,553.0,True,21306-1
8880,26626,21307,1,Miscellaneous,Ideas,2016,Caterham Seven 620R,,771.0,True,21307-1
8881,26127,21308,1,Miscellaneous,Ideas,2017,Adventure Time,,495.0,True,21308-1
8882,26687,21309,1,Miscellaneous,Ideas,2017,NASA Apollo Saturn V,,1969.0,True,21309-1
8883,27224,21310,1,Miscellaneous,Ideas,2017,Old Fishing Store,4.0,2049.0,True,21310-1
8884,27845,21311,1,Miscellaneous,Ideas,2018,Voltron,,2321.0,True,21311-1
8885,27603,21312,1,Miscellaneous,Ideas,2017,Women of NASA,4.0,231.0,True,21312-1
8886,27802,21313,1,Miscellaneous,Ideas,2018,Ship in a Bottle,,962.0,True,21313-1
8887,27844,21314,1,Miscellaneous,Ideas,2018,TRON: Legacy,3.0,230.0,True,21314-1
8888,28343,21315,1,Miscellaneous,Ideas,2018,Pop-Up Book,5.0,859.0,True,21315-1
8889,29088,21316,1,Miscellaneous,Ideas,2019,The Flintstones,4.0,748.0,True,21316-1
8890,29153,21317,1,Miscellaneous,Ideas,2019,Steamboat Willie,2.0,751.0,True,21317-1
8891,29383,21318,1,Miscellaneous,Ideas,2019,Tree House,4.0,3036.0,True,21318-1
8892,29562,21319,1,Miscellaneous,Ideas,2019,Central Perk,7.0,1070.0,True,21319-1
8893,29630,21320,1,Miscellaneous,Ideas,2019, Dinosaur Fossils,2.0,910.0,True,21320-1
8894,29876,21321,1,Miscellaneous,Ideas,2020,International Space Station,,864.0,True,21321-1
8895,987,26374,1,Miscellaneous,Gear,2002,Bohrok Swarm Trading Game: Blue Pack,,,True,26374-1
8896,988,26377,1,Miscellaneous,Gear,2002,Bohrok Swarm Trading Game: Red Pack,,,True,26377-1
8897,989,26379,1,Miscellaneous,Gear,2002,Bohrok Swarm Trading Game: Green Pack,,,True,26379-1
8898,7118,30000,1,Modern day,City,2009,Medic's Car,1.0,32.0,True,30000-1
8899,7232,30001,1,Modern day,City,2009,Fireman's Car,1.0,38.0,True,30001-1
8900,7233,30002,1,Modern day,City,2009,Police Boat,1.0,30.0,True,30002-1
8901,7234,30003,1,Modern day,City,2009,Road Roller,1.0,31.0,True,30003-1
8902,7199,30004,1,Licensed,Star Wars,2009,Battle Droid on STAP,1.0,28.0,True,30004-1
8903,7230,30005,1,Licensed,Star Wars,2009,Imperial Speeder Bike,1.0,30.0,True,30005-1
8904,7231,30006,1,Licensed,Star Wars,2009,Clone Walker,1.0,30.0,True,30006-1
8905,7296,30008,1,Model making,Creator,2009,Snowman,,44.0,True,30008-1
8906,7297,30009,1,Model making,Creator,2009,Christmas Tree,,47.0,True,30009-1
8907,7682,30010,1,Modern day,City,2010,Fire Chief,1.0,31.0,True,30010-1
8908,8104,30011,1,Modern day,City,2010,Police Dinghy,1.0,16.0,True,30011-1
8909,8105,30012,1,Modern day,City,2010,Microlight,1.0,34.0,True,30012-1
8910,8106,30013,1,Modern day,City,2010,Police Buggy,1.0,34.0,True,30013-1
8911,8624,30014,1,Modern day,City,2011,Police Helicopter,1.0,32.0,True,30014-1
8912,8651,30015,1,Modern day,City,2011,Jet Ski,2.0,24.0,True,30015-1
8913,8652,30016,1,Modern day,City,2011,Satellite,,35.0,True,30016-1
8914,9244,30017,1,Modern day,City,2012,Police Boat,1.0,35.0,True,30017-1
8915,9246,30018,1,Modern day,City,2012,Police Microlight,1.0,32.0,True,30018-1
8916,9250,30019,1,Modern day,City,2012,Fire Helicopter,1.0,37.0,True,30019-1
8917,7683,30020,1,Model making,Creator,2010,Jet,,47.0,True,30020-1
8918,7684,30021,1,Model making,Creator,2010,Parrot,,51.0,True,30021-1
8919,8632,30022,1,Model making,Creator,2011,Bee,,23.0,True,30022-1
8920,8633,30023,1,Model making,Creator,2011,Lighthouse,,25.0,True,30023-1
8921,8625,30024,1,Model making,Creator,2011,Truck,,59.0,True,30024-1
8922,8617,30025,1,Model making,Creator,2011,Clown Fish,,59.0,True,30025-1
8923,8622,30026,1,Model making,Creator,2011,Panda,,62.0,True,30026-1
8924,8634,30027,1,Model making,Creator,2011,Reindeer,,66.0,True,30027-1
8925,8635,30028,1,Model making,Creator,2011,Holiday Wreath,,50.0,True,30028-1
8926,8848,30029,1,Model making,Creator,2011,Pudsey Bear,,95.0,True,30029-1
8927,7728,30030,1,Racing,Racers,2010,Rally Raider,,31.0,True,30030-1
8928,7729,30031,1,Racing,World Racers,2010,World Race Powerboat,1.0,27.0,True,30031-1
8929,8042,30032,1,Racing,World Racers,2010,World Race Buggy,1.0,35.0,True,30032-1
8930,7733,30033,1,Racing,Racers,2010,Truck,,45.0,True,30033-1
8931,7731,30034,1,Racing,Racers,2010,Tow Truck,,39.0,True,30034-1
8932,7732,30035,1,Racing,Racers,2010,Off-Road Racer 2,,33.0,True,30035-1
8933,8636,30036,1,Racing,Racers,2011,Buggy Racer,,26.0,True,30036-1
8934,7722,30040,1,Action/Adventure,Atlantis,2010,Octopus,,42.0,True,30040-1
8935,7723,30041,1,Action/Adventure,Atlantis,2010,Piranha,,49.0,True,30041-1
8936,7724,30042,1,Action/Adventure,Atlantis,2010,Mini Sub,1.0,36.0,True,30042-1
8937,7725,30050,1,Licensed,Star Wars,2010,Republic Attack Shuttle,,54.0,True,30050-1
8938,7726,30051,1,Licensed,Star Wars,2011,Mini X-wing,,61.0,True,30051-1
